ampl.tab 3 3
load_zone	site	date	avg_flow	min_flow	max_flow
Fresno	Balch__217	120406151	11.9180555555556	11.9180555555556	11.9180555555556
Fresno	Balch__217	240406300	11.9180555555556	11.9180555555556	11.9180555555556
Fresno	Balch__217	200408010	13.758064516129	13.758064516129	13.758064516129
Fresno	Balch__217	160408080	13.758064516129	13.758064516129	13.758064516129
Fresno	Balch__217	120408180	13.758064516129	13.758064516129	13.758064516129
Fresno	Balch__217	240408111	13.758064516129	13.758064516129	13.758064516129
Fresno	Balch__217	200408111	13.758064516129	13.758064516129	13.758064516129
Fresno	Balch__217	160408111	13.758064516129	13.758064516129	13.758064516129
Fresno	Balch__217	120408111	13.758064516129	13.758064516129	13.758064516129
Fresno	Balch__217	240408090	13.758064516129	13.758064516129	13.758064516129
Fresno	Balch__217	200410150	1.15322580645161	1.15322580645161	1.15322580645161
Fresno	Balch__217	160410020	1.15322580645161	1.15322580645161	1.15322580645161
Fresno	Balch__217	120410040	1.15322580645161	1.15322580645161	1.15322580645161
Fresno	Balch__217	240410071	1.15322580645161	1.15322580645161	1.15322580645161
Fresno	Balch__217	200410071	1.15322580645161	1.15322580645161	1.15322580645161
Fresno	Balch__217	160410071	1.15322580645161	1.15322580645161	1.15322580645161
Fresno	Balch__217	120410071	1.15322580645161	1.15322580645161	1.15322580645161
Fresno	Balch__217	240410090	1.15322580645161	1.15322580645161	1.15322580645161
Fresno	Balch__217	200412070	7.26478494623656	7.26478494623656	7.26478494623656
Fresno	Balch__217	160412080	7.26478494623656	7.26478494623656	7.26478494623656
Fresno	Balch__217	120412160	7.26478494623656	7.26478494623656	7.26478494623656
Fresno	Balch__217	240412061	7.26478494623656	7.26478494623656	7.26478494623656
Fresno	Balch__217	200412061	7.26478494623656	7.26478494623656	7.26478494623656
Fresno	Balch__217	160412061	7.26478494623656	7.26478494623656	7.26478494623656
Fresno	Balch__217	120412061	7.26478494623656	7.26478494623656	7.26478494623656
Fresno	Balch__217	240412100	7.26478494623656	7.26478494623656	7.26478494623656
Fresno	Balch__218	240402021	44.8304597701149	4.48304597701149	105
Fresno	Balch__218	200402021	44.8304597701149	4.48304597701149	105
Fresno	Balch__218	160402021	44.8304597701149	4.48304597701149	105
Fresno	Balch__218	120402021	44.8304597701149	4.48304597701149	105
Fresno	Balch__218	240402200	44.8304597701149	4.48304597701149	105
Fresno	Balch__218	200402260	44.8304597701149	4.48304597701149	105
Fresno	Balch__218	160402230	44.8304597701149	4.48304597701149	105
Fresno	Balch__218	120402220	44.8304597701149	4.48304597701149	105
Fresno	Balch__218	240404271	43.9041666666667	4.39041666666667	105
Fresno	Balch__218	200404271	43.9041666666667	4.39041666666667	105
Fresno	Balch__218	160404271	43.9041666666667	4.39041666666667	105
Fresno	Balch__218	120404271	43.9041666666667	4.39041666666667	105
Fresno	Balch__218	240404210	43.9041666666667	4.39041666666667	105
Fresno	Balch__218	200404270	43.9041666666667	4.39041666666667	105
Fresno	Balch__218	160404090	43.9041666666667	4.39041666666667	105
Fresno	Balch__218	120404100	43.9041666666667	4.39041666666667	105
Fresno	Balch__218	240406151	62.5680555555556	6.25680555555556	105
